,Location,Velocity,Time
263,10.0,1.0,20.0
264,10.0,2.0,0.0
265,10.0,2.0,2.0
266,10.0,2.0,4.0
267,10.0,2.0,6.0
268,10.0,2.0,8.0
269,10.0,2.0,10.0
270,10.0,2.0,12.0
271,10.0,2.0,14.0
272,10.0,2.0,16.0
273,10.0,2.0,18.0
274,10.0,2.0,20.0
275,10.0,3.0,0.0
276,10.0,3.0,2.0
277,10.0,3.0,4.0
278,10.0,3.0,6.0
279,10.0,3.0,8.0
280,10.0,3.0,10.0
281,10.0,3.0,12.0
282,10.0,3.0,14.0
283,10.0,3.0,16.0
284,10.0,3.0,18.0
285,10.0,3.0,20.0
286,10.0,4.0,0.0
287,10.0,4.0,2.0
288,10.0,4.0,4.0
289,10.0,4.0,6.0
290,10.0,4.0,8.0
291,10.0,4.0,10.0
292,10.0,4.0,12.0
293,10.0,4.0,14.0
294,10.0,4.0,16.0
295,10.0,4.0,18.0
296,10.0,4.0,20.0
297,10.0,5.0,0.0
298,10.0,5.0,2.0
299,10.0,5.0,4.0
300,10.0,5.0,6.0
301,10.0,5.0,8.0
302,10.0,5.0,10.0
303,10.0,5.0,12.0
304,10.0,5.0,14.0
305,10.0,5.0,16.0
306,10.0,5.0,18.0
307,10.0,5.0,20.0
308,10.0,6.0,0.0
309,10.0,6.0,2.0
310,10.0,6.0,4.0
311,10.0,6.0,6.0
312,10.0,6.0,8.0
313,10.0,6.0,10.0
314,10.0,6.0,12.0
315,10.0,6.0,14.0
316,10.0,6.0,16.0
317,10.0,6.0,18.0
318,10.0,6.0,20.0
319,10.0,7.0,0.0
320,10.0,7.0,2.0
321,10.0,7.0,4.0
322,10.0,7.0,6.0
323,10.0,7.0,8.0
324,10.0,7.0,10.0
325,10.0,7.0,12.0
326,10.0,7.0,14.0
327,10.0,7.0,16.0
328,10.0,7.0,18.0
329,10.0,7.0,20.0
330,10.0,8.0,0.0
331,10.0,8.0,2.0
332,10.0,8.0,4.0
333,10.0,8.0,6.0
334,10.0,8.0,8.0
335,10.0,8.0,10.0
336,10.0,8.0,12.0
337,10.0,8.0,14.0
338,10.0,8.0,16.0
339,10.0,8.0,18.0
340,10.0,8.0,20.0
341,10.0,9.0,0.0
342,10.0,9.0,2.0
343,10.0,9.0,4.0
344,10.0,9.0,6.0
345,10.0,9.0,8.0
346,10.0,9.0,10.0
347,10.0,9.0,12.0
348,10.0,9.0,14.0
349,10.0,9.0,16.0
350,10.0,9.0,18.0
351,10.0,9.0,20.0
352,10.0,10.0,0.0
353,10.0,10.0,2.0
354,10.0,10.0,4.0
355,10.0,10.0,6.0
356,10.0,10.0,8.0
357,10.0,10.0,10.0
358,10.0,10.0,12.0
359,10.0,10.0,14.0
360,10.0,10.0,16.0
361,10.0,10.0,18.0
362,10.0,10.0,20.0
363,15.0,0.0,0.0
364,15.0,0.0,2.0
365,15.0,0.0,4.0
366,15.0,0.0,6.0
367,15.0,0.0,8.0
368,15.0,0.0,10.0
369,15.0,0.0,12.0
370,15.0,0.0,14.0
371,15.0,0.0,16.0
372,15.0,0.0,18.0
373,15.0,0.0,20.0
374,15.0,1.0,0.0
375,15.0,1.0,2.0
376,15.0,1.0,4.0
377,15.0,1.0,6.0
378,15.0,1.0,8.0
379,15.0,1.0,10.0
380,15.0,1.0,12.0
381,15.0,1.0,14.0
382,15.0,1.0,16.0
383,15.0,1.0,18.0
384,15.0,1.0,20.0
385,15.0,2.0,0.0
386,15.0,2.0,2.0
387,15.0,2.0,4.0
388,15.0,2.0,6.0
389,15.0,2.0,8.0
390,15.0,2.0,10.0
391,15.0,2.0,12.0
392,15.0,2.0,14.0
393,15.0,2.0,16.0
394,15.0,2.0,18.0
395,15.0,2.0,20.0
396,15.0,3.0,0.0
397,15.0,3.0,2.0
398,15.0,3.0,4.0
399,15.0,3.0,6.0
400,15.0,3.0,8.0
401,15.0,3.0,10.0
402,15.0,3.0,12.0
403,15.0,3.0,14.0
404,15.0,3.0,16.0
405,15.0,3.0,18.0
406,15.0,3.0,20.0
407,15.0,4.0,0.0
408,15.0,4.0,2.0
409,15.0,4.0,4.0
410,15.0,4.0,6.0
411,15.0,4.0,8.0
412,15.0,4.0,10.0
413,15.0,4.0,12.0
414,15.0,4.0,14.0
415,15.0,4.0,16.0
416,15.0,4.0,18.0
417,15.0,4.0,20.0
418,15.0,5.0,0.0
419,15.0,5.0,2.0
420,15.0,5.0,4.0
421,15.0,5.0,6.0
422,15.0,5.0,8.0
423,15.0,5.0,10.0
424,15.0,5.0,12.0
425,15.0,5.0,14.0
426,15.0,5.0,16.0
427,15.0,5.0,18.0
428,15.0,5.0,20.0
429,15.0,6.0,0.0
430,15.0,6.0,2.0
431,15.0,6.0,4.0
432,15.0,6.0,6.0
433,15.0,6.0,8.0
434,15.0,6.0,10.0
435,15.0,6.0,12.0
436,15.0,6.0,14.0
437,15.0,6.0,16.0
438,15.0,6.0,18.0
439,15.0,6.0,20.0
440,15.0,7.0,0.0
441,15.0,7.0,2.0
442,15.0,7.0,4.0
443,15.0,7.0,6.0
444,15.0,7.0,8.0
445,15.0,7.0,10.0
446,15.0,7.0,12.0
447,15.0,7.0,14.0
448,15.0,7.0,16.0
449,15.0,7.0,18.0
450,15.0,7.0,20.0
451,15.0,8.0,0.0
452,15.0,8.0,2.0
453,15.0,8.0,4.0
454,15.0,8.0,6.0
455,15.0,8.0,8.0
456,15.0,8.0,10.0
457,15.0,8.0,12.0
458,15.0,8.0,14.0
459,15.0,8.0,16.0
460,15.0,8.0,18.0
461,15.0,8.0,20.0
462,15.0,9.0,0.0
463,15.0,9.0,2.0
464,15.0,9.0,4.0
465,15.0,9.0,6.0
466,15.0,9.0,8.0
467,15.0,9.0,10.0
468,15.0,9.0,12.0
469,15.0,9.0,14.0
470,15.0,9.0,16.0
471,15.0,9.0,18.0
472,15.0,9.0,20.0
473,15.0,10.0,0.0
474,15.0,10.0,2.0
475,15.0,10.0,4.0
476,15.0,10.0,6.0
477,15.0,10.0,8.0
478,15.0,10.0,10.0
479,15.0,10.0,12.0
480,15.0,10.0,14.0
481,15.0,10.0,16.0
482,15.0,10.0,18.0
483,15.0,10.0,20.0
484,20.0,0.0,0.0
485,20.0,0.0,2.0
486,20.0,0.0,4.0
487,20.0,0.0,6.0
488,20.0,0.0,8.0
489,20.0,0.0,10.0
490,20.0,0.0,12.0
491,20.0,0.0,14.0
492,20.0,0.0,16.0
493,20.0,0.0,18.0
494,20.0,0.0,20.0
495,20.0,1.0,0.0
496,20.0,1.0,2.0
497,20.0,1.0,4.0
498,20.0,1.0,6.0
499,20.0,1.0,8.0
500,20.0,1.0,10.0
501,20.0,1.0,12.0
502,20.0,1.0,14.0
503,20.0,1.0,16.0
504,20.0,1.0,18.0
505,20.0,1.0,20.0
506,20.0,2.0,0.0
507,20.0,2.0,2.0
508,20.0,2.0,4.0
509,20.0,2.0,6.0
510,20.0,2.0,8.0
511,20.0,2.0,10.0
512,20.0,2.0,12.0
513,20.0,2.0,14.0
514,20.0,2.0,16.0
515,20.0,2.0,18.0
516,20.0,2.0,20.0
517,20.0,3.0,0.0
518,20.0,3.0,2.0
519,20.0,3.0,4.0
520,20.0,3.0,6.0
521,20.0,3.0,8.0
522,20.0,3.0,10.0
523,20.0,3.0,12.0
524,20.0,3.0,14.0
525,20.0,3.0,16.0
526,20.0,3.0,18.0
527,20.0,3.0,20.0
528,20.0,4.0,0.0
529,20.0,4.0,2.0
530,20.0,4.0,4.0
531,20.0,4.0,6.0
532,20.0,4.0,8.0
533,20.0,4.0,10.0
534,20.0,4.0,12.0
535,20.0,4.0,14.0
536,20.0,4.0,16.0
537,20.0,4.0,18.0
538,20.0,4.0,20.0
539,20.0,5.0,0.0
540,20.0,5.0,2.0
541,20.0,5.0,4.0
542,20.0,5.0,6.0
543,20.0,5.0,8.0
544,20.0,5.0,10.0
545,20.0,5.0,12.0
546,20.0,5.0,14.0
547,20.0,5.0,16.0
548,20.0,5.0,18.0
549,20.0,5.0,20.0
550,20.0,6.0,0.0
551,20.0,6.0,2.0
552,20.0,6.0,4.0
553,20.0,6.0,6.0
554,20.0,6.0,8.0
555,20.0,6.0,10.0
556,20.0,6.0,12.0
557,20.0,6.0,14.0
558,20.0,6.0,16.0
559,20.0,6.0,18.0
560,20.0,6.0,20.0
561,20.0,7.0,0.0
562,20.0,7.0,2.0
563,20.0,7.0,4.0
564,20.0,7.0,6.0
565,20.0,7.0,8.0
566,20.0,7.0,10.0
567,20.0,7.0,12.0
568,20.0,7.0,14.0
569,20.0,7.0,16.0
570,20.0,7.0,18.0
571,20.0,7.0,20.0
572,20.0,8.0,0.0
573,20.0,8.0,2.0
574,20.0,8.0,4.0
575,20.0,8.0,6.0
576,20.0,8.0,8.0
577,20.0,8.0,10.0
578,20.0,8.0,12.0
579,20.0,8.0,14.0
580,20.0,8.0,16.0
581,20.0,8.0,18.0
582,20.0,8.0,20.0
583,20.0,9.0,0.0
584,20.0,9.0,2.0
585,20.0,9.0,4.0
586,20.0,9.0,6.0
587,20.0,9.0,8.0
588,20.0,9.0,10.0
589,20.0,9.0,12.0
590,20.0,9.0,14.0
591,20.0,9.0,16.0
592,20.0,9.0,18.0
593,20.0,9.0,20.0
594,20.0,10.0,0.0
595,20.0,10.0,2.0
596,20.0,10.0,4.0
597,20.0,10.0,6.0
598,20.0,10.0,8.0
599,20.0,10.0,10.0
600,20.0,10.0,12.0
601,20.0,10.0,14.0
602,20.0,10.0,16.0
603,20.0,10.0,18.0
604,20.0,10.0,20.0
605,25.0,0.0,0.0
606,25.0,0.0,2.0
607,25.0,0.0,4.0
608,25.0,0.0,6.0
609,25.0,0.0,8.0
610,25.0,0.0,10.0
611,25.0,0.0,12.0
612,25.0,0.0,14.0
613,25.0,0.0,16.0
614,25.0,0.0,18.0
615,25.0,0.0,20.0
616,25.0,1.0,0.0
617,25.0,1.0,2.0
618,25.0,1.0,4.0
619,25.0,1.0,6.0
620,25.0,1.0,8.0
621,25.0,1.0,10.0
622,25.0,1.0,12.0
623,25.0,1.0,14.0
624,25.0,1.0,16.0
625,25.0,1.0,18.0
626,25.0,1.0,20.0
627,25.0,2.0,0.0
628,25.0,2.0,2.0
629,25.0,2.0,4.0
630,25.0,2.0,6.0
631,25.0,2.0,8.0
632,25.0,2.0,10.0
633,25.0,2.0,12.0
634,25.0,2.0,14.0
635,25.0,2.0,16.0
636,25.0,2.0,18.0
637,25.0,2.0,20.0
638,25.0,3.0,0.0
639,25.0,3.0,2.0
640,25.0,3.0,4.0
641,25.0,3.0,6.0
642,25.0,3.0,8.0
643,25.0,3.0,10.0
644,25.0,3.0,12.0
645,25.0,3.0,14.0
646,25.0,3.0,16.0
647,25.0,3.0,18.0
648,25.0,3.0,20.0
649,25.0,4.0,0.0
650,25.0,4.0,2.0
651,25.0,4.0,4.0
652,25.0,4.0,6.0
653,25.0,4.0,8.0
654,25.0,4.0,10.0
655,25.0,4.0,12.0
656,25.0,4.0,14.0
657,25.0,4.0,16.0
658,25.0,4.0,18.0
659,25.0,4.0,20.0
660,25.0,5.0,0.0
661,25.0,5.0,2.0
662,25.0,5.0,4.0
663,25.0,5.0,6.0
664,25.0,5.0,8.0
665,25.0,5.0,10.0
666,25.0,5.0,12.0
667,25.0,5.0,14.0
668,25.0,5.0,16.0
669,25.0,5.0,18.0
670,25.0,5.0,20.0
671,25.0,6.0,0.0
672,25.0,6.0,2.0
673,25.0,6.0,4.0
674,25.0,6.0,6.0
675,25.0,6.0,8.0
676,25.0,6.0,10.0
677,25.0,6.0,12.0
678,25.0,6.0,14.0
679,25.0,6.0,16.0
680,25.0,6.0,18.0
681,25.0,6.0,20.0
682,25.0,7.0,0.0
683,25.0,7.0,2.0
684,25.0,7.0,4.0
685,25.0,7.0,6.0
686,25.0,7.0,8.0
687,25.0,7.0,10.0
688,25.0,7.0,12.0
689,25.0,7.0,14.0
690,25.0,7.0,16.0
691,25.0,7.0,18.0
692,25.0,7.0,20.0
693,25.0,8.0,0.0
694,25.0,8.0,2.0
695,25.0,8.0,4.0
696,25.0,8.0,6.0
697,25.0,8.0,8.0
698,25.0,8.0,10.0
699,25.0,8.0,12.0
700,25.0,8.0,14.0
701,25.0,8.0,16.0
702,25.0,8.0,18.0
703,25.0,8.0,20.0
704,25.0,9.0,0.0
705,25.0,9.0,2.0
706,25.0,9.0,4.0
707,25.0,9.0,6.0
708,25.0,9.0,8.0
709,25.0,9.0,10.0
710,25.0,9.0,12.0
711,25.0,9.0,14.0
712,25.0,9.0,16.0
713,25.0,9.0,18.0
714,25.0,9.0,20.0
715,25.0,10.0,0.0
716,25.0,10.0,2.0
717,25.0,10.0,4.0
718,25.0,10.0,6.0
719,25.0,10.0,8.0
720,25.0,10.0,10.0
721,25.0,10.0,12.0
722,25.0,10.0,14.0
723,25.0,10.0,16.0
724,25.0,10.0,18.0
725,25.0,10.0,20.0
726,30.0,0.0,0.0
727,30.0,0.0,2.0
728,30.0,0.0,4.0
729,30.0,0.0,6.0
730,30.0,0.0,8.0
731,30.0,0.0,10.0
732,30.0,0.0,12.0
733,30.0,0.0,14.0
734,30.0,0.0,16.0
735,30.0,0.0,18.0
736,30.0,0.0,20.0
737,30.0,1.0,0.0
738,30.0,1.0,2.0
739,30.0,1.0,4.0
740,30.0,1.0,6.0
741,30.0,1.0,8.0
742,30.0,1.0,10.0
743,30.0,1.0,12.0
744,30.0,1.0,14.0
745,30.0,1.0,16.0
746,30.0,1.0,18.0
747,30.0,1.0,20.0
748,30.0,2.0,0.0
749,30.0,2.0,2.0
750,30.0,2.0,4.0
751,30.0,2.0,6.0
752,30.0,2.0,8.0
753,30.0,2.0,10.0
754,30.0,2.0,12.0
755,30.0,2.0,14.0
756,30.0,2.0,16.0
757,30.0,2.0,18.0
758,30.0,2.0,20.0
759,30.0,3.0,0.0
760,30.0,3.0,2.0
761,30.0,3.0,4.0
762,30.0,3.0,6.0
763,30.0,3.0,8.0
764,30.0,3.0,10.0
765,30.0,3.0,12.0
766,30.0,3.0,14.0
767,30.0,3.0,16.0
768,30.0,3.0,18.0
769,30.0,3.0,20.0
770,30.0,4.0,0.0
771,30.0,4.0,2.0
772,30.0,4.0,4.0
773,30.0,4.0,6.0
774,30.0,4.0,8.0
775,30.0,4.0,10.0
776,30.0,4.0,12.0
777,30.0,4.0,14.0
778,30.0,4.0,16.0
779,30.0,4.0,18.0
780,30.0,4.0,20.0
781,30.0,5.0,0.0
782,30.0,5.0,2.0
783,30.0,5.0,4.0
784,30.0,5.0,6.0
785,30.0,5.0,8.0
786,30.0,5.0,10.0
787,30.0,5.0,12.0
788,30.0,5.0,14.0
789,30.0,5.0,16.0
790,30.0,5.0,18.0
791,30.0,5.0,20.0
792,30.0,6.0,0.0
793,30.0,6.0,2.0
794,30.0,6.0,4.0
795,30.0,6.0,6.0
796,30.0,6.0,8.0
797,30.0,6.0,10.0
798,30.0,6.0,12.0
799,30.0,6.0,14.0
800,30.0,6.0,16.0
801,30.0,6.0,18.0
802,30.0,6.0,20.0
803,30.0,7.0,0.0
804,30.0,7.0,2.0
805,30.0,7.0,4.0
806,30.0,7.0,6.0
807,30.0,7.0,8.0
808,30.0,7.0,10.0
809,30.0,7.0,12.0
810,30.0,7.0,14.0
811,30.0,7.0,16.0
812,30.0,7.0,18.0
813,30.0,7.0,20.0
814,30.0,8.0,0.0
815,30.0,8.0,2.0
816,30.0,8.0,4.0
817,30.0,8.0,6.0
818,30.0,8.0,8.0
819,30.0,8.0,10.0
820,30.0,8.0,12.0
821,30.0,8.0,14.0
822,30.0,8.0,16.0
823,30.0,8.0,18.0
824,30.0,8.0,20.0
825,30.0,9.0,0.0
826,30.0,9.0,2.0
827,30.0,9.0,4.0
828,30.0,9.0,6.0
829,30.0,9.0,8.0
830,30.0,9.0,10.0
831,30.0,9.0,12.0
832,30.0,9.0,14.0
833,30.0,9.0,16.0
834,30.0,9.0,18.0
835,30.0,9.0,20.0
836,30.0,10.0,0.0
837,30.0,10.0,2.0
838,30.0,10.0,4.0
839,30.0,10.0,6.0
840,30.0,10.0,8.0
841,30.0,10.0,10.0
842,30.0,10.0,12.0
843,30.0,10.0,14.0
844,30.0,10.0,16.0
845,30.0,10.0,18.0
846,30.0,10.0,20.0
847,35.0,0.0,0.0
848,35.0,0.0,2.0
849,35.0,0.0,4.0
850,35.0,0.0,6.0
851,35.0,0.0,8.0
852,35.0,0.0,10.0
853,35.0,0.0,12.0
854,35.0,0.0,14.0
855,35.0,0.0,16.0
856,35.0,0.0,18.0
857,35.0,0.0,20.0
858,35.0,1.0,0.0
859,35.0,1.0,2.0
860,35.0,1.0,4.0
861,35.0,1.0,6.0
862,35.0,1.0,8.0
863,35.0,1.0,10.0
864,35.0,1.0,12.0
865,35.0,1.0,14.0
866,35.0,1.0,16.0
867,35.0,1.0,18.0
868,35.0,1.0,20.0
869,35.0,2.0,0.0
870,35.0,2.0,2.0
871,35.0,2.0,4.0
872,35.0,2.0,6.0
873,35.0,2.0,8.0
874,35.0,2.0,10.0
875,35.0,2.0,12.0
876,35.0,2.0,14.0
877,35.0,2.0,16.0
878,35.0,2.0,18.0
879,35.0,2.0,20.0
880,35.0,3.0,0.0
881,35.0,3.0,2.0
882,35.0,3.0,4.0
883,35.0,3.0,6.0
884,35.0,3.0,8.0
885,35.0,3.0,10.0
886,35.0,3.0,12.0
887,35.0,3.0,14.0
888,35.0,3.0,16.0
889,35.0,3.0,18.0
890,35.0,3.0,20.0
891,35.0,4.0,0.0
892,35.0,4.0,2.0
893,35.0,4.0,4.0
894,35.0,4.0,6.0
895,35.0,4.0,8.0
896,35.0,4.0,10.0
897,35.0,4.0,12.0
898,35.0,4.0,14.0
899,35.0,4.0,16.0
900,35.0,4.0,18.0
901,35.0,4.0,20.0
902,35.0,5.0,0.0
903,35.0,5.0,2.0
904,35.0,5.0,4.0
905,35.0,5.0,6.0
906,35.0,5.0,8.0
907,35.0,5.0,10.0
908,35.0,5.0,12.0
909,35.0,5.0,14.0
910,35.0,5.0,16.0
911,35.0,5.0,18.0
912,35.0,5.0,20.0
913,35.0,6.0,0.0
914,35.0,6.0,2.0
915,35.0,6.0,4.0
916,35.0,6.0,6.0
917,35.0,6.0,8.0
918,35.0,6.0,10.0
919,35.0,6.0,12.0
920,35.0,6.0,14.0
921,35.0,6.0,16.0
922,35.0,6.0,18.0
923,35.0,6.0,20.0
924,35.0,7.0,0.0
925,35.0,7.0,2.0
926,35.0,7.0,4.0
927,35.0,7.0,6.0
928,35.0,7.0,8.0
929,35.0,7.0,10.0
930,35.0,7.0,12.0
931,35.0,7.0,14.0
932,35.0,7.0,16.0
933,35.0,7.0,18.0
934,35.0,7.0,20.0
935,35.0,8.0,0.0
936,35.0,8.0,2.0
937,35.0,8.0,4.0
938,35.0,8.0,6.0
939,35.0,8.0,8.0
940,35.0,8.0,10.0
941,35.0,8.0,12.0
942,35.0,8.0,14.0
943,35.0,8.0,16.0
944,35.0,8.0,18.0
945,35.0,8.0,20.0
946,35.0,9.0,0.0
947,35.0,9.0,2.0
948,35.0,9.0,4.0
949,35.0,9.0,6.0
950,35.0,9.0,8.0
951,35.0,9.0,10.0
952,35.0,9.0,12.0
953,35.0,9.0,14.0
954,35.0,9.0,16.0
955,35.0,9.0,18.0
956,35.0,9.0,20.0
957,35.0,10.0,0.0
958,35.0,10.0,2.0
959,35.0,10.0,4.0
960,35.0,10.0,6.0
961,35.0,10.0,8.0
962,35.0,10.0,10.0
963,35.0,10.0,12.0
964,35.0,10.0,14.0
965,35.0,10.0,16.0
966,35.0,10.0,18.0
967,35.0,10.0,20.0
968,40.0,0.0,0.0
969,40.0,0.0,2.0
970,40.0,0.0,4.0
971,40.0,0.0,6.0
972,40.0,0.0,8.0
973,40.0,0.0,10.0
974,40.0,0.0,12.0
975,40.0,0.0,14.0
976,40.0,0.0,16.0
977,40.0,0.0,18.0
978,40.0,0.0,20.0
979,40.0,1.0,0.0
980,40.0,1.0,2.0
981,40.0,1.0,4.0
982,40.0,1.0,6.0
983,40.0,1.0,8.0
984,40.0,1.0,10.0
985,40.0,1.0,12.0
986,40.0,1.0,14.0
987,40.0,1.0,16.0
988,40.0,1.0,18.0
989,40.0,1.0,20.0
990,40.0,2.0,0.0
991,40.0,2.0,2.0
992,40.0,2.0,4.0
993,40.0,2.0,6.0
994,40.0,2.0,8.0
995,40.0,2.0,10.0
996,40.0,2.0,12.0
997,40.0,2.0,14.0
998,40.0,2.0,16.0
999,40.0,2.0,18.0
1000,40.0,2.0,20.0
1001,40.0,3.0,0.0
1002,40.0,3.0,2.0
1003,40.0,3.0,4.0
1004,40.0,3.0,6.0
1005,40.0,3.0,8.0
1006,40.0,3.0,10.0
1007,40.0,3.0,12.0
1008,40.0,3.0,14.0
1009,40.0,3.0,16.0
1010,40.0,3.0,18.0
1011,40.0,3.0,20.0
1012,40.0,4.0,0.0
1013,40.0,4.0,2.0
1014,40.0,4.0,4.0
1015,40.0,4.0,6.0
1016,40.0,4.0,8.0
1017,40.0,4.0,10.0
1018,40.0,4.0,12.0
1019,40.0,4.0,14.0
1020,40.0,4.0,16.0
1021,40.0,4.0,18.0
1022,40.0,4.0,20.0
1023,40.0,5.0,0.0
1024,40.0,5.0,2.0
1025,40.0,5.0,4.0
1026,40.0,5.0,6.0
1027,40.0,5.0,8.0
1028,40.0,5.0,10.0
1029,40.0,5.0,12.0
1030,40.0,5.0,14.0
1031,40.0,5.0,16.0
1032,40.0,5.0,18.0
1033,40.0,5.0,20.0
1034,40.0,6.0,0.0
1035,40.0,6.0,2.0
1036,40.0,6.0,4.0
1037,40.0,6.0,6.0
1038,40.0,6.0,8.0
1039,40.0,6.0,10.0
1040,40.0,6.0,12.0
1041,40.0,6.0,14.0
1042,40.0,6.0,16.0
1043,40.0,6.0,18.0
1044,40.0,6.0,20.0
1045,40.0,7.0,0.0
1046,40.0,7.0,2.0
1047,40.0,7.0,4.0
1048,40.0,7.0,6.0
1049,40.0,7.0,8.0
1050,40.0,7.0,10.0
1051,40.0,7.0,12.0
1052,40.0,7.0,14.0
1053,40.0,7.0,16.0
1054,40.0,7.0,18.0
1055,40.0,7.0,20.0
1056,40.0,8.0,0.0
1057,40.0,8.0,2.0
1058,40.0,8.0,4.0
1059,40.0,8.0,6.0
1060,40.0,8.0,8.0
1061,40.0,8.0,10.0
1062,40.0,8.0,12.0
1063,40.0,8.0,14.0
1064,40.0,8.0,16.0
1065,40.0,8.0,18.0
1066,40.0,8.0,20.0
1067,40.0,9.0,0.0
1068,40.0,9.0,2.0
1069,40.0,9.0,4.0
1070,40.0,9.0,6.0
1071,40.0,9.0,8.0
1072,40.0,9.0,10.0
1073,40.0,9.0,12.0
1074,40.0,9.0,14.0
1075,40.0,9.0,16.0
1076,40.0,9.0,18.0
1077,40.0,9.0,20.0
1078,40.0,10.0,0.0
1079,40.0,10.0,2.0
1080,40.0,10.0,4.0
1081,40.0,10.0,6.0
1082,40.0,10.0,8.0
1083,40.0,10.0,10.0
1084,40.0,10.0,12.0
1085,40.0,10.0,14.0
1086,40.0,10.0,16.0
1087,40.0,10.0,18.0
1088,40.0,10.0,20.0
1089,45.0,0.0,0.0
1090,45.0,0.0,2.0
1091,45.0,0.0,4.0
1092,45.0,0.0,6.0
1093,45.0,0.0,8.0
1094,45.0,0.0,10.0
1095,45.0,0.0,12.0
1096,45.0,0.0,14.0
1097,45.0,0.0,16.0
1098,45.0,0.0,18.0
1099,45.0,0.0,20.0
1100,45.0,1.0,0.0
1101,45.0,1.0,2.0
1102,45.0,1.0,4.0
1103,45.0,1.0,6.0
1104,45.0,1.0,8.0
1105,45.0,1.0,10.0
1106,45.0,1.0,12.0
1107,45.0,1.0,14.0
1108,45.0,1.0,16.0
1109,45.0,1.0,18.0
1110,45.0,1.0,20.0
1111,45.0,2.0,0.0
1112,45.0,2.0,2.0
1113,45.0,2.0,4.0
1114,45.0,2.0,6.0
1115,45.0,2.0,8.0
1116,45.0,2.0,10.0
1117,45.0,2.0,12.0
1118,45.0,2.0,14.0
1119,45.0,2.0,16.0
1120,45.0,2.0,18.0
1121,45.0,2.0,20.0
1122,45.0,3.0,0.0
1123,45.0,3.0,2.0
1124,45.0,3.0,4.0
1125,45.0,3.0,6.0
1126,45.0,3.0,8.0
1127,45.0,3.0,10.0
1128,45.0,3.0,12.0
1129,45.0,3.0,14.0
1130,45.0,3.0,16.0
1131,45.0,3.0,18.0
1132,45.0,3.0,20.0
1133,45.0,4.0,0.0
1134,45.0,4.0,2.0
1135,45.0,4.0,4.0
1136,45.0,4.0,6.0
1137,45.0,4.0,8.0
1138,45.0,4.0,10.0
1139,45.0,4.0,12.0
1140,45.0,4.0,14.0
1141,45.0,4.0,16.0
1142,45.0,4.0,18.0
1143,45.0,4.0,20.0
1144,45.0,5.0,0.0
1145,45.0,5.0,2.0
1146,45.0,5.0,4.0
1147,45.0,5.0,6.0
1148,45.0,5.0,8.0
1149,45.0,5.0,10.0
1150,45.0,5.0,12.0
1151,45.0,5.0,14.0
1152,45.0,5.0,16.0
1153,45.0,5.0,18.0
1154,45.0,5.0,20.0
1155,45.0,6.0,0.0
1156,45.0,6.0,2.0
1157,45.0,6.0,4.0
1158,45.0,6.0,6.0
1159,45.0,6.0,8.0
1160,45.0,6.0,10.0
1161,45.0,6.0,12.0
1162,45.0,6.0,14.0
1163,45.0,6.0,16.0
1164,45.0,6.0,18.0
1165,45.0,6.0,20.0
1166,45.0,7.0,0.0
1167,45.0,7.0,2.0
1168,45.0,7.0,4.0
1169,45.0,7.0,6.0
1170,45.0,7.0,8.0
1171,45.0,7.0,10.0
1172,45.0,7.0,12.0
1173,45.0,7.0,14.0
1174,45.0,7.0,16.0
1175,45.0,7.0,18.0
1176,45.0,7.0,20.0
1177,45.0,8.0,0.0
1178,45.0,8.0,2.0
1179,45.0,8.0,4.0
1180,45.0,8.0,6.0
1181,45.0,8.0,8.0
1182,45.0,8.0,10.0
1183,45.0,8.0,12.0
1184,45.0,8.0,14.0
1185,45.0,8.0,16.0
1186,45.0,8.0,18.0
1187,45.0,8.0,20.0
1188,45.0,9.0,0.0
1189,45.0,9.0,2.0
1190,45.0,9.0,4.0
